r2_thresh,P_thresh,Protein,N_ins,beta,SE,LCI,UCI,P_value,Method
0.1,0.01,ADM,20,-0.0901270711139484,0.029895436457423,-0.148721049872603,-0.0315330923552936,0.00257196711077102,PCA_0.99
0.1,0.01,ADM,20,-0.0772641155462442,0.06856277387452,-0.211644683020467,0.0571164519279788,0.259780287989297,MR_Egger
0.1,0.01,ADM,20,-0.00261148692956402,0.00602959040388617,-0.0144292669627092,0.00920629310358118,0.664933529377609,EggerInt
0.1,0.001,ADM,13,-0.104540224796271,0.0298002281350133,-0.162947598671974,-0.0461328509205676,0.000451430708397276,IVW
0.1,0.001,ADM,13,-0.0835756250699236,0.0443680912028626,-0.170535485890323,0.00338423575047556,0.0596072390979706,PCA_0.90
0.1,0.001,ADM,13,-0.0840111899971226,0.0318669359062875,-0.146469236671092,-0.0215531433231528,0.00838125942696812,PCA_0.99
0.1,0.001,ADM,13,-0.0470090290891895,0.0770593601470335,-0.198042599649076,0.104024541470697,0.541837571286842,MR_Egger
0.1,0.001,ADM,13,-0.00675676739986219,0.0080336535626263,-0.0225024390468816,0.00898890424715724,0.400315526199166,EggerInt
0.1,1e-04,ADM,9,-0.0908478322279929,0.0314696750541397,-0.152527261939285,-0.0291684025167006,0.00389135379664464,IVW
0.1,1e-04,ADM,9,-0.0703117784011897,0.0453154617307628,-0.159128451336288,0.0185048945339084,0.120756335972537,PCA_0.90
0.1,1e-04,ADM,9,-0.0840610332919571,0.032366155707026,-0.147497532795744,-0.0206245337881705,0.00939901091949514,PCA_0.99
0.1,1e-04,ADM,9,-0.0668438211935223,0.0910406707709399,-0.245280257032933,0.111592614645888,0.462815068290758,MR_Egger
0.1,1e-04,ADM,9,-0.00305901268620099,0.010838102814826,-0.0243013038640021,0.0181832784916001,0.777754781119995,EggerInt
0.1,1e-05,ADM,8,-0.0900051625874211,0.0326127746686395,-0.153925026373875,-0.0260852988009675,0.00578344390264443,IVW
0.1,1e-05,ADM,8,-0.0645473127065872,0.0471786679158262,-0.157015802660182,0.0279211772470076,0.171266334592851,PCA_0.90
0.1,1e-05,ADM,8,-0.0761652562795119,0.0341489022897109,-0.143095874878923,-0.00923463768010127,0.0257217841101118,PCA_0.99
0.1,1e-05,ADM,8,-0.0650793836851345,0.0913904336040698,-0.24420134208061,0.114042574710341,0.476401120389913,MR_Egger
0.1,1e-05,ADM,8,-0.00315233738127593,0.0107615052822675,-0.0242445001539578,0.0179398253914059,0.769577813978415,EggerInt
0.1,5e-08,ADM,6,-0.088140312435253,0.0395533653177233,-0.165663483925346,-0.0106171409451597,0.0258545384019043,IVW
0.1,5e-08,ADM,6,-0.064633766339176,0.0495797618519392,-0.16180831393105,0.0325407812526976,0.192359069212038,PCA_0.90
0.1,5e-08,ADM,6,-0.0524356423410031,0.0418571874693153,-0.134474222275002,0.0296029375929962,0.210304959352467,PCA_0.99
0.1,5e-08,ADM,6,-0.128645973677153,0.160357607129948,-0.442941108298875,0.185649160944569,0.422411664762018,MR_Egger
0.1,5e-08,ADM,6,0.00513157539156635,0.0196934474245328,-0.0334668722919509,0.0437300230750836,0.794422020345858,EggerInt
0.2,1,ADM,91,-0.132572699795115,0.0293598407013095,-0.190116930161515,-0.0750284694287151,6.31844124836872e-06,IVW
0.2,1,ADM,91,-0.0495658447103321,0.02864574991413,-0.105710482852168,0.00657879343150394,0.083576043527132,PCA_0.90
0.2,1,ADM,91,-0.102591078025763,0.0242575562124334,-0.150135014555088,-0.0550471414964381,2.34479905481935e-05,PCA_0.99
0.2,1,ADM,91,-0.210316216648265,0.0313303279663042,-0.271722531086049,-0.148909902210481,1.90840676594917e-11,MR_Egger
0.2,1,ADM,91,0.00640137204771041,0.00194239518931728,0.00259434743290468,0.0102083966625161,0.000982091403239904,EggerInt
0.2,0.01,ADM,25,-0.0871355131981824,0.022574563973402,-0.131380845552746,-0.0428901808436191,0.00011343438733767,IVW
0.2,0.01,ADM,25,-0.0503609413462867,0.0283865459743571,-0.105997549101517,0.00527566640894359,0.0760444544231231,PCA_0.90
0.2,0.01,ADM,25,-0.0769724872750227,0.0247563123354129,-0.125493967842457,-0.0284510067075887,0.00187590557176675,PCA_0.99
0.2,0.01,ADM,25,-0.0706624194787234,0.0495779280476755,-0.167833372880286,0.0265085339228388,0.154076336231488,MR_Egger
0.2,0.01,ADM,25,-0.00170613890832267,0.00444969058189749,-0.0104273721911888,0.00701509437454348,0.701401954653064,EggerInt
0.2,0.001,ADM,15,-0.096164166427661,0.0249156572399309,-0.14499795726907,-0.0473303755862518,0.000113578450041652,IVW
0.2,0.001,ADM,15,-0.0708264736257022,0.0528779092960494,-0.174465271423735,0.0328123241723303,0.180429402024478,PCA_0.90
0.2,0.001,ADM,15,-0.0739002878602187,0.0289995145408223,-0.130738291929376,-0.0170622837910614,0.0108240509140396,PCA_0.99
0.2,0.001,ADM,15,-0.0577428854879488,0.0754738383184545,-0.205668890367119,0.0901831193912211,0.44422894761652,MR_Egger
0.2,0.001,ADM,15,-0.00458280412673705,0.00821910204078657,-0.0206919481119384,0.0115263398584643,0.577131448478026,EggerInt
0.2,1e-04,ADM,11,-0.0885875813525844,0.0257285855512576,-0.139014682406207,-0.038160480298962,0.000574963612038566,IVW
0.2,1e-04,ADM,11,-0.0529036161780027,0.0532898768958323,-0.157349855634407,0.0515426232784018,0.320830970463283,PCA_0.90
0.2,1e-04,ADM,11,-0.0702804907157215,0.0287193488287118,-0.126569380079439,-0.0139916013520037,0.0143991786366348,PCA_0.99
0.2,1e-04,ADM,11,-0.0875045367232455,0.0957962017186568,-0.275261641947547,0.100252568501056,0.361008683447431,MR_Egger
0.2,1e-04,ADM,11,-0.000135223583444032,0.0114171787735274,-0.0225124827846129,0.0222420356177248,0.990550179760255,EggerInt
0.2,1e-05,ADM,8,-0.0963846937961432,0.0299817768903106,-0.155147896693667,-0.0376214908986191,0.0013054639426837,IVW
0.2,1e-05,ADM,8,-0.0437020558278442,0.059935990388162,-0.161174438366381,0.0737703267106923,0.465912683619199,PCA_0.90
0.2,1e-05,ADM,8,-0.0804347703636772,0.0318481531580179,-0.142856003527508,-0.0180135371998466,0.0115510455294192,PCA_0.99
0.2,1e-05,ADM,8,-0.0807641095258344,0.0908205805858339,-0.258769176529087,0.0972409574774177,0.373857447142469,MR_Egger
0.2,1e-05,ADM,8,-0.00201199368796851,0.0109996311119498,-0.0235708745106165,0.0195468871346795,0.854864986862969,EggerInt
0.2,5e-08,ADM,6,-0.0960783489005762,0.0365149466244135,-0.167646329181829,-0.0245103686193234,0.0085082431034668,IVW
0.2,5e-08,ADM,6,-0.0656870497323694,0.0682895833320977,-0.199532173582528,0.0681580741177888,0.336104991631298,PCA_0.90
0.2,5e-08,ADM,6,-0.0600509593641642,0.0380753980780949,-0.134677368294256,0.0145754495659273,0.114758928547519,PCA_0.99
0.2,5e-08,ADM,6,-0.163697025797913,0.164885338685464,-0.486866351200111,0.159472299604285,0.320810795387223,MR_Egger
0.2,5e-08,ADM,6,0.00869143722501531,0.020686643908592,-0.03185363979683,0.0492365142468606,0.674377863327459,EggerInt
0.4,1,ADM,136,-0.070250601167966,0.0217588347827738,-0.11289713368776,-0.0276040686481719,0.0012439721452306,IVW
0.4,1,ADM,136,-0.114088244290337,0.024913182305478,-0.162917184349354,-0.0652593042313198,4.66238543349858e-06,PCA_0.90
0.4,1,ADM,136,-0.0921077462695317,0.0223841197188849,-0.135979814744179,-0.0482356777948845,3.87397418714366e-05,PCA_0.99
0.4,1,ADM,136,-0.098866280555586,0.0184066103840193,-0.134942573985725,-0.0627899871254471,7.81980284969563e-08,MR_Egger
0.4,1,ADM,136,0.00196932803149892,0.000901236694488193,0.000202936568756133,0.00373571949424171,0.0288786091282756,EggerInt
0.4,0.01,ADM,33,-0.0949265188638789,0.014462579647824,-0.123272654097156,-0.0665803836306019,5.25256613978103e-11,IVW
0.4,0.01,ADM,33,-0.0975023240926391,0.0255940852482336,-0.147665809396425,-0.0473388387888534,0.000139211665461653,PCA_0.90
0.4,0.01,ADM,33,-0.0796700966290765,0.0229596758158731,-0.124670234324903,-0.03466995893325,0.000520456546275429,PCA_0.99
0.4,0.01,ADM,33,-0.0691868225746667,0.0343851578755711,-0.13658049361351,-0.00179315153582363,0.044208028423816,MR_Egger
0.4,0.01,ADM,33,-0.00229935157842842,0.00273626342968955,-0.00766232935283399,0.00306362619597716,0.400725980631774,EggerInt
0.4,0.001,ADM,22,-0.0881669561928594,0.0153545415402761,-0.118261304610925,-0.0580726077747942,9.35224060064538e-09,IVW
0.4,0.001,ADM,22,-0.0999695764099198,0.026591130096954,-0.152087233708169,-0.0478519191116708,0.000170247575878253,PCA_0.90
0.4,0.001,ADM,22,-0.0947580929685178,0.024174275134739,-0.142138801584968,-0.0473773843520672,8.86259917337281e-05,PCA_0.99
0.4,0.001,ADM,22,-0.0538093633439294,0.0380413567609316,-0.128369052518395,0.0207503258305357,0.15721619474182,MR_Egger
0.4,0.001,ADM,22,-0.00319076621267193,0.00313680858257891,-0.00933879806092274,0.00295726563557888,0.309057610322014,EggerInt
0.4,1e-04,ADM,17,-0.0771862524938614,0.0172399190402266,-0.110975872909092,-0.0433966320786309,7.56348234379406e-06,IVW
0.4,1e-04,ADM,17,-0.0979827872659355,0.0260743053259197,-0.149087486626639,-0.0468780879052319,0.000171393766834646,PCA_0.90
0.4,1e-04,ADM,17,-0.0939739996907122,0.0222255005364067,-0.137535180280445,-0.0504128191009795,2.35561834452618e-05,PCA_0.99
0.4,1e-04,ADM,17,-0.0826120005905827,0.0547649064895478,-0.1899492449268,0.0247252437456349,0.131430626764238,MR_Egger
0.4,1e-04,ADM,17,0.000638014045351233,0.00608365189730257,-0.0112857245678406,0.012561752658543,0.916476163694752,EggerInt
0.4,1e-05,ADM,13,-0.0762545993693674,0.0197089861034849,-0.114883502303998,-0.0376256964347365,0.000109270542779213,IVW
0.4,1e-05,ADM,13,-0.103645033879168,0.0276762788603972,-0.157889543671634,-0.0494005240867027,0.000180462079519535,PCA_0.90
0.4,1e-05,ADM,13,-0.0944424902825869,0.0236046534582048,-0.140706760928217,-0.0481782196369566,6.30722882603441e-05,PCA_0.99
0.4,1e-05,ADM,13,-0.119718541970185,0.0644341449238094,-0.246007145395486,0.00657006145511545,0.0631692331537808,MR_Egger
0.4,1e-05,ADM,13,0.00530289466644677,0.00748891298595021,-0.00937510506936996,0.0199808944022635,0.478883542610497,EggerInt
0.4,5e-08,ADM,10,-0.0772317259818991,0.0227059016490155,-0.121734475450478,-0.0327289765133201,0.000670430332027197,IVW
0.4,5e-08,ADM,10,-0.110870413820527,0.0312186458800622,-0.172057835391559,-0.0496829922494953,0.000383163561829045,PCA_0.90
0.4,5e-08,ADM,10,-0.0973053511355477,0.0248512109591816,-0.146012829587751,-0.0485978726833447,9.02105046829212e-05,PCA_0.99
0.4,5e-08,ADM,10,-0.187190568386356,0.0951360854308323,-0.373653869460913,-0.000727267311798702,0.0491131033528709,MR_Egger
0.4,5e-08,ADM,10,0.0137314865876137,0.0115833467361061,-0.00897145583559382,0.0364344290108213,0.235839292891878,EggerInt
0.6,1,ADM,188,-0.144888367003094,0.0107741507097022,-0.166005314358117,-0.123771419648071,3.17271193343548e-41,IVW
0.6,1,ADM,188,-0.0964160889533147,0.0211775970686684,-0.137923416487006,-0.0549087614196237,5.29517504624908e-06,PCA_0.90
0.6,1,ADM,188,-0.0715867545006748,0.0155116444011198,-0.101989018867862,-0.0411844901334877,3.93032408837729e-06,PCA_0.99
0.6,1,ADM,188,-0.104743178556692,0.00886173929754612,-0.122111868420266,-0.0873744886931184,0,MR_Egger
0.6,1,ADM,188,-0.00234356949062778,0.000454928666611656,-0.00323521329272145,-0.0014519256885341,2.58397700569901e-07,EggerInt
0.6,0.01,ADM,45,-0.103630580539934,0.0120942046958628,-0.12733478616548,-0.0799263749143875,1.04737306333917e-17,IVW
0.6,0.01,ADM,45,-0.0870925629599159,0.0215608122893652,-0.1293509785245,-0.0448341473953314,5.35900395948315e-05,PCA_0.90
0.6,0.01,ADM,45,-0.0805940320529615,0.0159179748526998,-0.111792689471067,-0.0493953746348556,4.12529570914706e-07,PCA_0.99
0.6,0.01,ADM,45,-0.0605377884030679,0.0223218214032184,-0.104287754422711,-0.0167878223834246,0.0066869475555702,MR_Egger
0.6,0.01,ADM,45,-0.00428125923062399,0.00197969586914791,-0.00816139183449661,-0.00040112662675137,0.030573165891292,EggerInt
0.6,0.001,ADM,32,-0.0987540803960434,0.0136728885294799,-0.125552449478455,-0.0719557113136319,5.09953075580384e-13,IVW
0.6,0.001,ADM,32,-0.0909782826004379,0.0219066893824735,-0.133914604810592,-0.0480419603902838,3.28157731433609e-05,PCA_0.90
0.6,0.001,ADM,32,-0.0874776994722275,0.0160171187702529,-0.118870675398024,-0.0560847235464314,4.72094153957768e-08,PCA_0.99
0.6,0.001,ADM,32,-0.0623433508119941,0.0248538104854789,-0.111055924242117,-0.0136307773818716,0.0121278564387186,MR_Egger
0.6,0.001,ADM,32,-0.00376699629508787,0.00229875185668283,-0.0082724671435808,0.000738474553405054,0.101272887280132,EggerInt
0.6,1e-04,ADM,26,-0.0918971634239875,0.0146149343639217,-0.120541908413691,-0.0632524184342842,3.21800750082889e-10,IVW
0.6,1e-04,ADM,26,-0.092404953677094,0.0210950811201051,-0.133750552923451,-0.0510593544307371,1.18460093087252e-05,PCA_0.90
0.6,1e-04,ADM,26,-0.0880271805444277,0.0149274391100251,-0.117284423581492,-0.058769937507364,3.701590280823e-09,PCA_0.99
0.6,1e-04,ADM,26,-0.130642190891656,0.040710142890718,-0.210432604762943,-0.0508517770203694,0.00133159462660681,MR_Egger
0.6,1e-04,ADM,26,0.00459228774914715,0.00461358791942683,-0.00445017841243851,0.0136347539107328,0.319549942899243,EggerInt
0.6,1e-05,ADM,20,-0.0926818940220844,0.0158170337026633,-0.123682710421561,-0.0616810776226081,4.6391217666438e-09,IVW
0.6,1e-05,ADM,20,-0.0660308641007124,0.0222281508210641,-0.109597239152923,-0.0224644890485023,0.00297222137517755,PCA_0.90
0.6,1e-05,ADM,20,-0.0871628079315959,0.0151605600271714,-0.116876959570309,-0.0574486562928825,8.96066905883159e-09,PCA_0.99
0.6,1e-05,ADM,20,-0.213603893769422,0.0609036812138402,-0.332972915474457,-0.0942348720643864,0.000452778712592528,MR_Egger
0.6,1e-05,ADM,20,0.0151608331804911,0.00747703970310595,0.0005061046514274,0.0298155617095548,0.0425957959466332,EggerInt
0.6,5e-08,ADM,17,-0.0997919104921276,0.0146853015475831,-0.128574572627501,-0.0710092483567543,1.08042403886071e-11,IVW
0.6,5e-08,ADM,17,-0.112885358697576,0.0237388380540996,-0.159412626318441,-0.0663580910767124,1.98149377233061e-06,PCA_0.90
0.6,5e-08,ADM,17,-0.123515905808707,0.0175131687376986,-0.15784108578977,-0.0891907258276454,1.75422695716386e-12,PCA_0.99
0.6,5e-08,ADM,17,-0.288750487609383,0.0759261708719796,-0.437563048002498,-0.139937927216269,0.00014292957328621,MR_Egger
0.6,5e-08,ADM,17,0.0241674358531746,0.00959589035963797,0.00535983634868906,0.0429750353576601,0.0117849397404211,EggerInt
0.05,1,AGRP,22,0.000995033845144552,0.0848682431502544,-0.165343666160542,0.167333733850831,0.990645453183757,IVW
0.05,1,AGRP,22,0.0269747354894711,0.0839515989931874,-0.137567374981725,0.191516845960667,0.74797324760884,PCA_0.90
0.05,1,AGRP,22,0.027927985389087,0.0835790367764301,-0.135883916555265,0.191739887333439,0.738265918052375,PCA_0.99
0.05,1,AGRP,22,-0.0462970612639574,0.0971916734503892,-0.236789240823898,0.144195118295983,0.633826459570928,MR_Egger
0.05,1,AGRP,22,0.00539799401204211,0.00665178947347428,-0.00763927378871012,0.0184352618127943,0.417072823491064,EggerInt
0.05,0.01,AGRP,3,0.0450777871243543,0.0800884980821398,-0.111892784692545,0.202048358941254,0.573537234041932,IVW
0.05,0.01,AGRP,3,-0.0259471812916105,0.0893051573093054,-0.200982073251533,0.149087710668312,0.771399206682868,PCA_0.90
0.05,0.01,AGRP,3,0.04265032503424,0.0802368209824429,-0.114610954325336,0.199911604393816,0.595033879096634,PCA_0.99
0.05,0.01,AGRP,3,-0.034287676502963,0.105621842809094,-0.241302684389538,0.172727331383612,0.745463572469263,MR_Egger
0.05,0.01,AGRP,3,0.0136049560606626,0.0104535375104646,-0.00688360097088643,0.0340935130922117,0.193097934496235,EggerInt
0.05,0.001,AGRP,3,0.0450777871243543,0.0800884980821398,-0.111892784692545,0.202048358941254,0.573537234041932,IVW
0.05,0.001,AGRP,3,-0.0259471812916105,0.0893051573093054,-0.200982073251533,0.149087710668312,0.771399206682868,PCA_0.90
0.05,0.001,AGRP,3,0.04265032503424,0.0802368209824429,-0.114610954325336,0.199911604393816,0.595033879096634,PCA_0.99
0.05,0.001,AGRP,3,-0.034287676502963,0.105621842809094,-0.241302684389538,0.172727331383612,0.745463572469263,MR_Egger
0.05,0.001,AGRP,3,0.0136049560606626,0.0104535375104646,-0.00688360097088643,0.0340935130922117,0.193097934496235,EggerInt
0.05,1e-04,AGRP,2,0.0351136826706446,0.0809631509804386,-0.123571177325894,0.193798542667183,0.664506628740271,IVW
0.05,1e-04,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.90
0.05,1e-04,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.99
0.05,1e-04,AGRP,2,,,,,,MR_Egger
0.05,1e-04,AGRP,2,,,,,,EggerInt
0.05,1e-05,AGRP,2,0.0351136826706446,0.0809631509804386,-0.123571177325894,0.193798542667183,0.664506628740271,IVW
0.05,1e-05,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.90
0.05,1e-05,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.99
0.05,1e-05,AGRP,2,,,,,,MR_Egger
0.05,1e-05,AGRP,2,,,,,,EggerInt
0.05,5e-08,AGRP,1,-0.0437053326003299,0.0947309318871771,-0.229374547321114,0.141963882120454,0.64453830099951,Wald_1Ins
0.1,1,AGRP,24,-0.0376556229895465,0.0760503704125794,-0.186711610009133,0.11140036403004,0.620500904899488,IVW
0.1,1,AGRP,24,0.0224414434438352,0.0866860531001243,-0.147460098594335,0.192342985482006,0.795726423454911,PCA_0.90
0.1,1,AGRP,24,0.0119931559558412,0.0791085535260951,-0.143056759824364,0.167043071736047,0.879499449760292,PCA_0.99
0.1,1,AGRP,24,-0.0150586259135773,0.0990211536823701,-0.209136520838628,0.179019269011474,0.879127909657832,MR_Egger
0.1,1,AGRP,24,-0.00207506950587065,0.00644239244628915,-0.0147019266748703,0.010551787663129,0.747379889876774,EggerInt
0.1,0.01,AGRP,4,0.0274689044920876,0.0821406046430931,-0.133523722276718,0.188461531260894,0.738067761288412,IVW
0.1,0.01,AGRP,4,0.00619654099765255,0.0873514580531334,-0.16500917078355,0.177402252778855,0.943447070154552,PCA_0.90
0.1,0.01,AGRP,4,0.0273244726667518,0.0743714428192198,-0.118440876737199,0.173089822070703,0.71331661443986,PCA_0.99
0.1,0.01,AGRP,4,-0.0418540138828155,0.103128197830783,-0.243981567421672,0.160273539656041,0.684856845191339,MR_Egger
0.1,0.01,AGRP,4,0.00986648174423845,0.0095357564079237,-0.00882325738063903,0.0285562208691159,0.300817139590429,EggerInt
0.1,0.001,AGRP,4,0.0274689044920876,0.0821406046430931,-0.133523722276718,0.188461531260894,0.738067761288412,IVW
0.1,0.001,AGRP,4,0.00619654099765255,0.0873514580531334,-0.16500917078355,0.177402252778855,0.943447070154552,PCA_0.90
0.1,0.001,AGRP,4,0.0273244726667518,0.0743714428192198,-0.118440876737199,0.173089822070703,0.71331661443986,PCA_0.99
0.1,0.001,AGRP,4,-0.0418540138828155,0.103128197830783,-0.243981567421672,0.160273539656041,0.684856845191339,MR_Egger
0.1,0.001,AGRP,4,0.00986648174423845,0.0095357564079237,-0.00882325738063903,0.0285562208691159,0.300817139590429,EggerInt
0.1,1e-04,AGRP,2,0.0351136826706446,0.0809631509804386,-0.123571177325894,0.193798542667183,0.664506628740271,IVW
0.1,1e-04,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.90
0.1,1e-04,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.99
0.1,1e-04,AGRP,2,,,,,,MR_Egger
0.1,1e-04,AGRP,2,,,,,,EggerInt
0.1,1e-05,AGRP,2,0.0351136826706446,0.0809631509804386,-0.123571177325894,0.193798542667183,0.664506628740271,IVW
0.1,1e-05,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.90
0.1,1e-05,AGRP,2,-0.0156480477653616,0.0868603126484685,-0.185891132242249,0.154595036711525,0.857033342198506,PCA_0.99
0.1,1e-05,AGRP,2,,,,,,MR_Egger
0.1,1e-05,AGRP,2,,,,,,EggerInt
0.1,5e-08,AGRP,1,-0.0437053326003299,0.0947309318871771,-0.229374547321114,0.141963882120454,0.64453830099951,Wald_1Ins
0.2,1,AGRP,29,-0.00747269024871629,0.0555419473249237,-0.116332906636788,0.101387526139355,0.892974491898846,IVW
0.2,1,AGRP,29,0.044969665227617,0.0714354291122938,-0.0950412030526428,0.184980533507877,0.529012033503508,PCA_0.90
0.2,1,AGRP,29,0.0390716930857796,0.0653925748963318,-0.0890953985673687,0.167238784738928,0.550177387742491,PCA_0.99
0.2,1,AGRP,29,0.0296600747770369,0.0885571822902939,-0.143908813084287,0.203228962638361,0.737681147544175,MR_Egger
0.2,1,AGRP,29,-0.00316825943978924,0.00614916406121893,-0.0152203995348064,0.00888388065522791,0.60638939419749,EggerInt
0.2,0.01,AGRP,4,0.0274689044920876,0.0821406046430931,-0.133523722276718,0.188461531260894,0.738067761288412,IVW
0.2,0.01,AGRP,4,0.00619654099765255,0.0873514580531334,-0.16500917078355,0.177402252778855,0.943447070154552,PCA_0.90
0.2,0.01,AGRP,4,0.0273244726667518,0.0743714428192198,-0.118440876737199,0.173089822070703,0.71331661443986,PCA_0.99
0.2,0.01,AGRP,4,-0.0418540138828155,0.103128197830783,-0.243981567421672,0.160273539656041,0.684856845191339,MR_Egger
0.2,0.01,AGRP,4,0.00986648174423845,0.0095357564079237,-0.00882325738063903,0.0285562208691159,0.300817139590429,EggerInt
0.2,0.001,AGRP,4,0.0274689044920876,0.0821406046430931,-0.133523722276718,0.188461531260894,0.738067761288412,IVW
0.2,0.001,AGRP,4,0.00619654099765255,0.0873514580531334,-0.16500917078355,0.177402252778855,0.943447070154552,PCA_0.90
